timestamp,time_of_day,day_of_week,temperature,humidity,lux,occupancy,energy
1/1/2023 23:00,23,Sunday,22.88486146,55.59644238,157.6493154,0,1.112419189
1/2/2023 0:00,0,Monday,24.62772533,53.3543941,0,0,0.874505427
1/2/2023 1:00,1,Monday,26.05948778,57.11466545,124.5956861,0,0.69891554
1/2/2023 2:00,2,Monday,25.52111448,58.4344841,307.8301216,0,0.534629114
1/2/2023 3:00,3,Monday,27.66912642,51.61168598,330.8050739,0,0.650864374
1/2/2023 4:00,4,Monday,27.16954558,53.5325959,492.7338615,0,0.544770211
1/2/2023 5:00,5,Monday,27.77819179,52.43335233,542.239811,0,0.578271783
1/2/2023 6:00,6,Monday,27.57040145,52.61728098,708.3795838,3,2.4
1/2/2023 7:00,7,Monday,29.92216372,54.41851828,648.1992907,1,2.4
1/2/2023 8:00,8,Monday,27.75668704,50.72206468,782.021111,1,2.109359021
1/2/2023 9:00,9,Monday,26.23571747,55.1915089,772.3373915,1,1.911941412
1/2/2023 10:00,10,Monday,27.49465297,54.95968443,841.298171,1,1.863412379
1/2/2023 11:00,11,Monday,24.72772154,54.87906473,864.0276238,1,1.668118469
1/2/2023 12:00,12,Monday,25.38097165,56.55755266,889.3217477,1,1.507966131
1/2/2023 13:00,13,Monday,22.4359808,56.8337152,844.7687212,1,1.629388161
1/2/2023 14:00,14,Monday,22.34392201,59.02790664,866.4636614,1,1.740811809
1/2/2023 15:00,15,Monday,23.24764895,53.00700002,849.9102394,2,2.315606638
1/2/2023 16:00,16,Monday,23.31249843,55.31495042,718.1467381,2,2.4
1/2/2023 17:00,17,Monday,22.44569886,56.3889544,688.6207067,2,2.4
1/2/2023 18:00,18,Monday,22.05645978,51.42170937,738.0357884,3,2.4
1/2/2023 19:00,19,Monday,21.97322688,54.6441584,561.0547717,3,2.4
1/2/2023 20:00,20,Monday,21.09550986,55.71549558,377.2903518,3,2.4
1/2/2023 21:00,21,Monday,22.33094351,58.49784589,288.3964545,3,2.4
1/2/2023 22:00,22,Monday,23.21146929,54.65943174,241.9733104,0,1.566063863
1/2/2023 23:00,23,Monday,25.45277315,53.09217814,121.5002145,0,0.97298314
1/3/2023 0:00,0,Tuesday,25.60171663,56.27394159,0,0,0.755471883
1/3/2023 1:00,1,Tuesday,24.27151532,52.20126952,205.2061713,0,0.689321961
1/3/2023 2:00,2,Tuesday,27.08218231,49.60820248,337.6862934,0,0.701820785
1/3/2023 3:00,3,Tuesday,26.9943364,53.08021356,333.8397547,0,0.559909723
1/3/2023 4:00,4,Tuesday,27.17925255,50.79703494,484.9182746,0,0.607577392
1/3/2023 5:00,5,Tuesday,28.7675521,49.92011015,584.811933,0,0.583627122
1/3/2023 6:00,6,Tuesday,29.28909786,53.57340887,678.6310286,3,2.4
1/3/2023 7:00,7,Tuesday,29.08715593,54.29965412,688.4145934,1,2.338512209
1/3/2023 8:00,8,Tuesday,27.01695702,55.36755422,857.0008321,1,1.956862535
1/3/2023 9:00,9,Tuesday,27.0702063,55.97542954,828.7476914,1,1.781944737
1/3/2023 10:00,10,Tuesday,27.08936177,56.22865158,886.2129269,1,1.680682957
1/3/2023 11:00,11,Tuesday,27.0101006,49.53675922,892.3821156,1,1.643229311
1/3/2023 12:00,12,Tuesday,24.7789241,56.03346946,894.4125531,1,1.653570149
1/3/2023 13:00,13,Tuesday,24.29598222,54.36319427,903.4365536,1,1.606822111
1/3/2023 14:00,14,Tuesday,22.65176336,54.91409349,821.8978207,1,1.738846222
1/3/2023 15:00,15,Tuesday,21.94057137,57.95648644,752.6454585,2,2.4
1/3/2023 16:00,16,Tuesday,23.47254795,52.45588027,770.8876444,2,2.4
1/3/2023 17:00,17,Tuesday,23.71656089,52.26784626,678.8009008,2,2.4
1/3/2023 18:00,18,Tuesday,22.18608821,57.95549256,658.2962502,3,2.4
1/3/2023 19:00,19,Tuesday,23.36385376,56.95725978,565.2368925,3,2.4
1/3/2023 20:00,20,Tuesday,23.02165815,56.46047042,450.5392008,3,2.4
1/3/2023 21:00,21,Tuesday,22.49165824,54.74517825,403.6780808,3,2.4
1/3/2023 22:00,22,Tuesday,24.11949394,57.0159629,232.6880334,0,1.403856162
1/3/2023 23:00,23,Tuesday,26.01967777,55.74879912,59.14753928,0,1.02479622
1/4/2023 0:00,0,Wednesday,25.30818609,54.98569737,0,0,0.811621835
1/4/2023 1:00,1,Wednesday,27.68511293,51.03429016,164.3122837,0,0.765687158
1/4/2023 2:00,2,Wednesday,24.22426703,54.61494309,157.5669537,0,0.605276519
1/4/2023 3:00,3,Wednesday,28.28723498,54.70332637,340.653636,0,0.681516956
1/4/2023 4:00,4,Wednesday,28.02913541,55.8369012,473.0184814,0,0.723096887
1/4/2023 5:00,5,Wednesday,27.94278226,52.58125744,653.9749795,0,0.659431706
1/4/2023 6:00,6,Wednesday,28.43577291,52.43919032,684.7264085,3,2.4
1/4/2023 7:00,7,Wednesday,26.2542207,53.92408936,719.3226616,1,1.979895052
1/4/2023 8:00,8,Wednesday,27.72241646,53.91633614,800.2532325,1,1.840735918
1/4/2023 9:00,9,Wednesday,27.82244505,52.14439837,755.5837648,1,1.833353838
1/4/2023 10:00,10,Wednesday,28.32190618,47.21848618,827.3443562,1,1.895322538
1/4/2023 11:00,11,Wednesday,25.60219905,57.02421857,918.3386021,1,1.635465495
1/4/2023 12:00,12,Wednesday,24.53551853,58.86806678,906.4466959,1,1.659479278
1/4/2023 13:00,13,Wednesday,24.06579796,54.33572151,903.8500227,1,1.607228423
1/4/2023 14:00,14,Wednesday,24.75941425,53.01104471,870.6978298,1,1.541953715
1/4/2023 15:00,15,Wednesday,23.5514429,55.59493322,831.2879434,2,2.267810459
1/4/2023 16:00,16,Wednesday,22.21617572,56.2952868,783.5400893,2,2.4
1/4/2023 17:00,17,Wednesday,22.95950209,58.2153359,671.7765989,2,2.4
1/4/2023 18:00,18,Wednesday,22.44108968,56.64462507,627.2390242,3,2.4
1/4/2023 19:00,19,Wednesday,23.41487965,54.36582655,498.1211009,3,2.4
1/4/2023 20:00,20,Wednesday,22.04388283,54.1368514,425.2161417,3,2.4
1/4/2023 21:00,21,Wednesday,22.89502964,57.99425058,392.2512895,3,2.4
1/4/2023 22:00,22,Wednesday,23.45190398,57.12788009,225.7070482,0,1.549301836
1/4/2023 23:00,23,Wednesday,23.10404005,58.25869573,141.307152,0,1.08706495
1/5/2023 0:00,0,Thursday,25.72594427,52.62805994,4.611782165,0,0.928656019
1/5/2023 1:00,1,Thursday,26.4673364,57.79647196,102.0779063,0,0.815133538
1/5/2023 2:00,2,Thursday,26.93493745,50.35164852,192.5943923,0,0.74721362
1/5/2023 3:00,3,Thursday,27.3165572,55.02926772,328.412863,0,0.670178795
1/5/2023 4:00,4,Thursday,26.61252946,50.21331679,457.3271378,0,0.554501778
1/5/2023 5:00,5,Thursday,27.90695615,51.67516355,571.0914239,0,0.552560643
1/5/2023 6:00,6,Thursday,28.08710948,56.26978017,641.2895777,3,2.4
1/5/2023 7:00,7,Thursday,27.5253242,55.14753399,739.997219,1,2.118186278
1/5/2023 8:00,8,Thursday,27.86661449,52.18759047,718.6160593,1,1.986143512
1/5/2023 9:00,9,Thursday,27.95519519,52.1892088,866.1580816,1,1.810536186
1/5/2023 10:00,10,Thursday,28.81600989,52.91163828,824.20299,1,1.939496422
1/5/2023 11:00,11,Thursday,26.38085894,55.19976662,931.6405599,1,1.677497808
1/5/2023 12:00,12,Thursday,25.68737438,57.09073413,920.0962337,1,1.516126092
1/5/2023 13:00,13,Thursday,24.57892094,54.34017943,817.4927928,1,1.481861452
1/5/2023 14:00,14,Thursday,22.01105278,53.56979821,898.8117566,1,1.691307428
1/5/2023 15:00,15,Thursday,23.28198977,56.34474339,871.2954729,2,2.287739693
1/5/2023 16:00,16,Thursday,22.89197799,55.34995153,829.7380018,2,2.4
1/5/2023 17:00,17,Thursday,24.99528863,52.40155941,683.2740749,2,2.4
1/5/2023 18:00,18,Thursday,22.23746303,57.25286001,643.5725368,3,2.4
1/5/2023 19:00,19,Thursday,22.83359386,55.87361618,575.6632614,3,2.4
1/5/2023 20:00,20,Thursday,22.79703601,56.93480281,479.4530747,3,2.4
1/5/2023 21:00,21,Thursday,22.13982561,54.92721623,360.7959196,3,2.4
1/5/2023 22:00,22,Thursday,25.07264681,55.92983298,215.8716909,0,1.43861104
1/5/2023 23:00,23,Thursday,25.40529989,52.12262367,156.9913232,0,0.964300094
1/6/2023 0:00,0,Friday,26.30654043,52.56061296,39.75279867,0,0.825530596
1/6/2023 1:00,1,Friday,25.38257817,54.28462464,111.3024408,0,0.716575535
1/6/2023 2:00,2,Friday,28.4183028,56.43265515,201.5949484,0,0.825355835
1/6/2023 3:00,3,Friday,26.23497777,55.82866408,315.2989556,0,0.573684312
1/6/2023 4:00,4,Friday,28.70044179,54.93411993,504.5927086,0,0.724203801
1/6/2023 5:00,5,Friday,30.60374159,54.47190911,585.9124215,0,1.097366259
1/6/2023 6:00,6,Friday,27.52497216,60.69068097,635.5945118,3,2.4
1/6/2023 7:00,7,Friday,27.84698824,53.37498519,706.051078,1,2.105510973
1/6/2023 8:00,8,Friday,28.21323606,55.91286021,708.695393,1,2.030924856
1/6/2023 9:00,9,Friday,27.13335318,55.7452586,828.1155351,1,1.783958341
1/6/2023 10:00,10,Friday,25.46484506,56.71315797,821.6886375,1,1.688951975
1/6/2023 11:00,11,Friday,26.3605286,57.73216208,898.6603543,1,1.673166132
1/6/2023 12:00,12,Friday,24.45320477,54.48945107,947.4098899,1,1.533939912
1/6/2023 13:00,13,Friday,25.21264378,53.87504368,853.0823131,1,1.502245519
1/6/2023 14:00,14,Friday,23.09608425,56.78188048,878.8767141,1,1.519473691
1/6/2023 15:00,15,Friday,24.94412255,54.66812693,871.4027697,2,2.162715746
1/6/2023 16:00,16,Friday,22.13417898,57.35649432,788.2346792,2,2.4
1/6/2023 17:00,17,Friday,22.29566949,59.74809587,693.0586878,2,2.4
1/6/2023 18:00,18,Friday,23.3290257,55.04629113,636.8115593,3,2.4
1/6/2023 19:00,19,Friday,21.38686669,56.55852206,586.1752346,3,2.4
1/6/2023 20:00,20,Friday,23.14489221,56.46168668,460.5031144,3,2.4
1/6/2023 21:00,21,Friday,24.7013309,54.72256461,344.2802658,3,2.4
1/6/2023 22:00,22,Friday,22.40802525,52.72717319,279.1828656,0,1.604877281
1/6/2023 23:00,23,Friday,24.92368521,53.88553359,138.0702878,0,1.154906567
1/7/2023 0:00,0,Saturday,25.86092302,55.85819267,0,0,0.807259561
1/7/2023 1:00,1,Saturday,27.15932023,56.57950136,142.7300795,0,0.749455568
1/7/2023 2:00,2,Saturday,25.86408951,52.17230916,270.9194908,0,0.603745843
1/7/2023 3:00,3,Saturday,26.40190395,51.84029283,294.9224336,0,0.516917238
1/7/2023 4:00,4,Saturday,28.721058,52.8278328,359.2504202,0,0.747984334
1/7/2023 5:00,5,Saturday,28.79580238,48.57132844,506.2079794,0,0.866321948
1/7/2023 6:00,6,Saturday,28.85153307,51.79913975,632.2961156,3,2.4
1/7/2023 7:00,7,Saturday,28.84526591,49.22075633,754.4095401,3,2.4
1/7/2023 8:00,8,Saturday,27.51909171,56.22666757,743.784782,3,2.4
1/7/2023 9:00,9,Saturday,27.95461427,51.68856913,853.6963899,3,2.4
1/7/2023 10:00,10,Saturday,27.3941127,56.86920075,753.6379983,3,2.4
1/7/2023 11:00,11,Saturday,25.66314594,56.82915514,899.5126441,3,2.4
1/7/2023 12:00,12,Saturday,27.46681474,52.22727656,883.7303818,3,2.4
1/7/2023 13:00,13,Saturday,25.29841601,52.67703112,976.2443265,3,2.4
1/7/2023 14:00,14,Saturday,22.90973673,55.86706647,793.6497922,2,2.4
1/7/2023 15:00,15,Saturday,24.13627349,55.30894266,830.9115199,2,2.4
1/7/2023 16:00,16,Saturday,22.02828234,57.47532448,703.4940093,2,2.4
1/7/2023 17:00,17,Saturday,23.49034735,54.35270501,692.0296969,2,2.4
1/7/2023 18:00,18,Saturday,23.7596358,57.23700826,568.3499044,2,2.4
1/7/2023 19:00,19,Saturday,21.88258043,57.40110785,639.9168357,3,2.4
1/7/2023 20:00,20,Saturday,23.96634014,54.9394056,435.7780853,3,2.4
1/7/2023 21:00,21,Saturday,23.89250081,54.2404182,335.9739094,3,2.4
1/7/2023 22:00,22,Saturday,24.92310038,54.6763698,231.2277916,0,1.458788597
1/7/2023 23:00,23,Saturday,26.72137607,52.33337185,72.18250129,0,1.127846554
1/8/2023 0:00,0,Sunday,25.44100574,54.85227394,42.20954935,0,0.862860856
1/8/2023 1:00,1,Sunday,25.70911483,54.74540847,143.0813388,0,0.677363174
1/8/2023 2:00,2,Sunday,26.29687943,54.74528691,269.6546751,0,0.562815536
1/8/2023 3:00,3,Sunday,26.99190392,57.33734247,295.6966138,0,0.591186675
1/8/2023 4:00,4,Sunday,28.20736836,52.81068954,495.4126086,0,0.631112363
1/8/2023 5:00,5,Sunday,28.92532331,54.65400175,588.6789373,3,2.4
1/8/2023 6:00,6,Sunday,28.96308466,53.081324,627.1003817,0,1.555234872
1/8/2023 7:00,7,Sunday,29.41135459,51.87669864,749.8188493,0,1.235384661
1/8/2023 8:00,8,Sunday,28.29747196,52.78319828,790.3297283,0,0.911688408
1/8/2023 9:00,9,Sunday,29.26124828,52.32559821,767.731598,0,0.896365329
1/8/2023 10:00,10,Sunday,26.92173703,54.4064932,862.0210076,0,0.535400156
1/8/2023 11:00,11,Sunday,29.18302016,50.57154637,873.0399737,0,0.717354367
1/8/2023 12:00,12,Sunday,26.31206121,51.28208251,903.4167715,0,0.455424889
1/8/2023 13:00,13,Sunday,24.05277917,56.87692729,933.1454267,0,0.302702708
1/8/2023 14:00,14,Sunday,23.11550136,57.92694685,803.6795902,3,2.347877893
1/8/2023 15:00,15,Sunday,24.04754593,57.06274411,813.7484629,3,2.4
1/8/2023 16:00,16,Sunday,22.86485486,56.59103112,746.5493661,3,2.4
1/8/2023 17:00,17,Sunday,23.50261688,57.43287913,682.862354,3,2.4
1/8/2023 18:00,18,Sunday,23.15963149,57.53107916,603.4717411,2,2.4
1/8/2023 19:00,19,Sunday,22.71578747,57.94578624,550.6121003,2,2.4
1/8/2023 20:00,20,Sunday,22.24152393,54.936004,470.9270181,2,2.4
1/8/2023 21:00,21,Sunday,22.05022629,54.57596063,358.3480875,2,2.4
1/8/2023 22:00,22,Sunday,23.73987891,54.97893416,240.3638689,0,1.550357812
1/8/2023 23:00,23,Sunday,25.76633552,54.50543047,142.3433525,0,1.064746456
1/9/2023 0:00,0,Monday,25.98563785,53.92477504,95.21304534,0,0.849260553
1/9/2023 1:00,1,Monday,25.30226246,51.06526186,122.9092296,0,0.654956194
1/9/2023 2:00,2,Monday,27.44472503,56.97655021,273.7826767,0,0.677543919
1/9/2023 3:00,3,Monday,28.27818183,52.48499893,382.9824265,0,0.711345097
1/9/2023 4:00,4,Monday,27.48576288,53.85395111,521.1117665,0,0.545901859
1/9/2023 5:00,5,Monday,28.82304669,55.19526997,570.3060407,0,0.684390133
1/9/2023 6:00,6,Monday,28.82975282,48.01220377,602.6234558,3,2.4
1/9/2023 7:00,7,Monday,27.52635128,52.46080149,726.2132831,1,2.106579016
1/9/2023 8:00,8,Monday,28.72740768,51.98932085,789.4684131,1,2.079613104
1/9/2023 9:00,9,Monday,28.45364897,52.25519053,864.0988836,1,2.003759846
1/9/2023 10:00,10,Monday,28.35459535,52.64026961,834.3973769,1,2.088706056
1/9/2023 11:00,11,Monday,27.60180329,56.33318762,942.9532182,1,1.927275779
1/9/2023 12:00,12,Monday,24.39387474,56.71059291,900.209486,1,1.621422503
1/9/2023 13:00,13,Monday,24.05726193,57.48171338,925.8755454,1,1.523566409
1/9/2023 14:00,14,Monday,24.78657937,55.22229292,881.72017,1,1.478137258
1/9/2023 15:00,15,Monday,24.16400971,52.70284808,836.3952104,2,2.166067308
1/9/2023 16:00,16,Monday,23.68851558,51.62749658,788.7771198,2,2.4
1/9/2023 17:00,17,Monday,26.72649812,50.90528568,740.8976867,2,2.4
1/9/2023 18:00,18,Monday,23.34243461,56.71407064,714.7422948,3,2.4
1/9/2023 19:00,19,Monday,24.00933226,55.65794007,467.1901907,3,2.4
1/9/2023 20:00,20,Monday,24.12746966,55.10319091,471.600118,3,2.4
1/9/2023 21:00,21,Monday,24.30161501,54.68187718,346.173801,3,2.4
1/9/2023 22:00,22,Monday,23.95627486,59.64967824,225.8528779,0,1.516172475
1/9/2023 23:00,23,Monday,25.75405619,52.9017591,22.94244407,0,1.104436954
1/10/2023 0:00,0,Tuesday,25.08364051,56.80545461,23.20830725,0,0.863840514
1/10/2023 1:00,1,Tuesday,26.39610425,54.16616332,112.4747475,0,0.752393392
1/10/2023 2:00,2,Tuesday,26.87110217,53.75545967,199.5600019,0,0.676886534
1/10/2023 3:00,3,Tuesday,28.0596602,55.51747897,346.114288,0,0.872637703
1/10/2023 4:00,4,Tuesday,30.7692005,54.46354047,438.2883908,0,1.280153546
1/10/2023 5:00,5,Tuesday,26.88697801,53.38871428,478.1895594,0,0.998238447
1/10/2023 6:00,6,Tuesday,29.54272591,53.87276989,639.9234918,3,2.4
1/10/2023 7:00,7,Tuesday,27.14152733,54.44286633,737.2209475,1,2.093639029
1/10/2023 8:00,8,Tuesday,27.98261007,53.22530824,757.4535268,1,1.987003269
1/10/2023 9:00,9,Tuesday,29.06673666,52.96846789,841.9600926,1,2.07248112
1/10/2023 10:00,10,Tuesday,27.42074574,52.17153493,873.6577226,1,1.871302087
1/10/2023 11:00,11,Tuesday,25.55517808,54.05469437,934.1200641,1,1.684629574
1/10/2023 12:00,12,Tuesday,25.14116201,53.75403223,895.8523043,1,1.607647371
1/10/2023 13:00,13,Tuesday,25.75960633,56.34698963,924.3440488,1,1.476851056
1/10/2023 14:00,14,Tuesday,23.62609909,55.63393832,856.7991334,1,1.649861178
1/10/2023 15:00,15,Tuesday,23.95160397,53.03360957,910.1844577,2,2.23480881
1/10/2023 16:00,16,Tuesday,23.30396135,54.57074874,761.9491995,2,2.4
1/10/2023 17:00,17,Tuesday,22.30708789,50.21721797,686.6180413,2,2.4
1/10/2023 18:00,18,Tuesday,25.00040981,54.01076891,632.3764183,3,2.4
1/10/2023 19:00,19,Tuesday,23.59260726,55.91972577,518.7645299,3,2.4
1/10/2023 20:00,20,Tuesday,21.23324692,56.98778015,400.0537426,3,2.4
1/10/2023 21:00,21,Tuesday,23.92159969,59.60734889,373.5191833,3,2.4
1/10/2023 22:00,22,Tuesday,23.69467926,56.93300453,110.431192,0,1.551240635
1/10/2023 23:00,23,Tuesday,25.93244192,55.50143855,88.77223876,0,1.016003868
1/11/2023 0:00,0,Wednesday,25.14861281,51.62429424,0,0,0.790276853
1/11/2023 1:00,1,Wednesday,26.60285424,53.30900335,123.160349,0,0.743500493
1/11/2023 2:00,2,Wednesday,27.94612083,52.25900189,145.3725138,0,0.768860388
1/11/2023 3:00,3,Wednesday,28.92820909,51.07091215,366.3291229,0,0.789278192
1/11/2023 4:00,4,Wednesday,27.33891335,51.99689066,476.2435971,0,0.692146011
1/11/2023 5:00,5,Wednesday,28.50440979,49.28110822,482.5805643,0,0.71865393
1/11/2023 6:00,6,Wednesday,28.46618824,50.36858065,644.0202112,3,2.4
1/11/2023 7:00,7,Wednesday,28.1855818,54.83683773,734.6603776,1,2.188563812
1/11/2023 8:00,8,Wednesday,30.304664,51.53137222,817.0348784,1,2.4
1/11/2023 9:00,9,Wednesday,28.4674356,51.9067338,772.7344058,1,2.258502852
1/11/2023 10:00,10,Wednesday,26.18024959,54.28102757,804.949458,1,1.853173614
1/11/2023 11:00,11,Wednesday,27.63545263,55.75350978,952.4063441,1,1.892884787
1/11/2023 12:00,12,Wednesday,28.06328975,53.17044719,867.1244118,1,1.803272903
1/11/2023 13:00,13,Wednesday,26.19714167,55.36246326,871.2042082,1,1.649550695
1/11/2023 14:00,14,Wednesday,22.92176358,54.55373217,894.6570246,1,1.599333388
1/11/2023 15:00,15,Wednesday,23.33557913,54.76139262,784.7235383,2,2.322432581
1/11/2023 16:00,16,Wednesday,24.60996849,55.94197268,768.7888869,2,2.4
1/11/2023 17:00,17,Wednesday,22.3356866,60.38389545,749.687778,2,2.4
1/11/2023 18:00,18,Wednesday,23.38495298,58.82857793,579.5520144,3,2.4
1/11/2023 19:00,19,Wednesday,23.81799012,56.87486206,527.8851129,3,2.4
1/11/2023 20:00,20,Wednesday,22.41612687,56.8531914,404.9310552,3,2.4
1/11/2023 21:00,21,Wednesday,23.76028785,58.545966,313.4576724,3,2.4
1/11/2023 22:00,22,Wednesday,21.19986621,58.86943692,280.3630838,0,1.617191554
1/11/2023 23:00,23,Wednesday,24.14028877,50.92850269,173.6761184,0,0.962058029
1/12/2023 0:00,0,Thursday,25.77295435,52.4283657,10.31336518,0,0.796235949
1/12/2023 1:00,1,Thursday,25.55419645,55.34376278,138.7619604,0,0.678981867
1/12/2023 2:00,2,Thursday,29.1579338,48.93130459,253.1313366,0,0.882626876
1/12/2023 3:00,3,Thursday,26.71670146,52.17480111,317.5216501,0,0.704491348
1/12/2023 4:00,4,Thursday,28.18355422,51.69023758,459.5260202,0,0.770854673
1/12/2023 5:00,5,Thursday,29.05404056,52.05524385,496.0729505,0,0.898827677
1/12/2023 6:00,6,Thursday,30.46679579,51.14506211,598.0533235,3,2.4
1/12/2023 7:00,7,Thursday,27.48743783,52.92929645,710.5459444,1,2.120476635
1/12/2023 8:00,8,Thursday,29.78676246,53.77855756,736.9840237,1,2.335349202
1/12/2023 9:00,9,Thursday,28.1570759,52.57530673,780.5824959,1,2.071365028
1/12/2023 10:00,10,Thursday,26.54401385,53.30433143,840.8573306,1,1.790855696
1/12/2023 11:00,11,Thursday,27.26408311,50.94320593,938.1537242,1,1.762670891
1/12/2023 12:00,12,Thursday,26.22458219,56.31394309,962.2855662,1,1.53615854
1/12/2023 13:00,13,Thursday,24.64884849,53.86769588,890.9979742,1,1.448728666
1/12/2023 14:00,14,Thursday,24.59532458,53.06874459,892.6212006,1,1.399184894
1/12/2023 15:00,15,Thursday,23.51888856,56.31484801,808.9518144,2,2.246672614
1/12/2023 16:00,16,Thursday,23.54096363,54.3415393,696.7969917,2,2.4
1/12/2023 17:00,17,Thursday,23.78987569,54.6741691,678.277107,2,2.4
1/12/2023 18:00,18,Thursday,24.61153932,55.74999676,624.0623418,3,2.4
1/12/2023 19:00,19,Thursday,21.88992952,56.21307704,553.5240574,3,2.4
1/12/2023 20:00,20,Thursday,25.56047966,59.28693095,445.9609558,3,2.4
1/12/2023 21:00,21,Thursday,21.95211436,56.6790743,333.1492645,3,2.4
1/12/2023 22:00,22,Thursday,24.3737374,56.611434,209.9518193,0,1.467876502
1/12/2023 23:00,23,Thursday,25.83738257,50.61418236,131.2280748,0,0.986052435
1/13/2023 0:00,0,Friday,26.39059943,52.44434208,0,0,0.831074304
1/13/2023 1:00,1,Friday,26.26336518,52.0681535,149.5560815,0,0.703011076
1/13/2023 2:00,2,Friday,27.40148531,51.65034936,209.483105,0,0.680910744
1/13/2023 3:00,3,Friday,27.73792697,54.1883198,427.0990192,0,0.70664594
1/13/2023 4:00,4,Friday,28.11831902,55.20013872,437.3873784,0,0.842115355
1/13/2023 5:00,5,Friday,29.85698714,52.77506872,528.6782572,0,1.040053338
1/13/2023 6:00,6,Friday,29.46662305,51.86673692,613.8886555,3,2.4
1/13/2023 7:00,7,Friday,28.31447545,51.74960465,695.2099019,1,2.237592154
1/13/2023 8:00,8,Friday,29.60728365,54.46282931,803.7119857,1,2.171721016
1/13/2023 9:00,9,Friday,28.53822743,57.01957445,829.8005312,1,2.111879799
1/13/2023 10:00,10,Friday,28.42246968,53.2166296,908.8165103,1,2.039637025
1/13/2023 11:00,11,Friday,27.51569354,55.36931,910.8772339,1,1.810700321
1/13/2023 12:00,12,Friday,25.28061255,55.51837317,901.2596984,1,1.547121656
1/13/2023 13:00,13,Friday,24.77296939,56.64722818,907.2185487,1,1.523783556
1/13/2023 14:00,14,Friday,25.35690117,52.45676574,917.1871192,1,1.571547528
1/13/2023 15:00,15,Friday,24.59865749,54.26453295,857.7594178,2,2.213200879
1/13/2023 16:00,16,Friday,23.49062976,56.69656102,790.6451431,2,2.4
1/13/2023 17:00,17,Friday,23.32915747,58.42748741,730.9277085,2,2.4
1/13/2023 18:00,18,Friday,24.38727246,53.73136808,590.2887096,3,2.4
1/13/2023 19:00,19,Friday,22.6202587,52.36124656,650.7531336,3,2.4
1/13/2023 20:00,20,Friday,24.05862873,54.56829391,471.1250288,3,2.4
1/13/2023 21:00,21,Friday,23.78609457,57.74860469,369.5316768,3,2.4
1/13/2023 22:00,22,Friday,24.39192636,52.197053,231.7894451,0,1.404706643
1/13/2023 23:00,23,Friday,26.43192728,51.78700385,25.57084885,0,1.009028682
1/14/2023 0:00,0,Saturday,27.01878018,54.10056906,0,0,0.919555644
1/14/2023 1:00,1,Saturday,27.7833306,53.09805913,120.5114584,0,0.865386963
1/14/2023 2:00,2,Saturday,28.99884264,53.78962738,200.0236277,0,1.014672525
1/14/2023 3:00,3,Saturday,28.33568802,50.54113367,311.1529608,0,0.950920493
1/14/2023 4:00,4,Saturday,29.47339301,51.666007,436.4299215,0,1.037499105
1/14/2023 5:00,5,Saturday,28.78087455,55.12184607,578.7464398,0,0.991493248
1/14/2023 6:00,6,Saturday,29.51753018,49.9036895,686.6262741,3,2.4
1/14/2023 7:00,7,Saturday,28.96099825,55.57722564,720.8565245,3,2.4
1/14/2023 8:00,8,Saturday,28.88843601,50.53210442,756.7277144,3,2.4
1/14/2023 9:00,9,Saturday,28.9098412,54.35285844,816.9961977,3,2.4
1/14/2023 10:00,10,Saturday,26.87514315,53.12899709,873.3146038,3,2.4
